DATE,INFLOW_USD,OUTFLOW_USD,TOTAL_USD_VOLUME
2022/2/9,850063.3865,258404.3711,1108467.758
2022/2/10,210689301.4,212537706.6,423227008
2022/2/11,3825609.866,134770.1953,3960380.061
2022/2/12,76238.49335,448931.4755,525169.9689
2022/2/13,626489.9288,81772.55027,708262.4791
2022/2/14,1609977.573,78222.40848,1688199.982
2022/2/15,3395714.904,407223.8752,3802938.78
2022/2/16,105304.2814,151707.9711,257012.2524
2022/2/17,1055511.598,147235.8592,1202747.457
2022/2/18,2280485.007,105375.4614,2385860.468
2022/2/19,2646577.925,2095032.086,4741610.011
2022/2/20,220346.13,1613324.929,1833671.059
2022/2/21,160074.3928,10593373.3,10753447.69
2022/2/22,140895.1403,12271365.69,12412260.83
2022/2/23,2285271.789,16595382.27,18880654.06
2022/2/24,622714.3374,20577844.87,21200559.21
2022/2/25,1287740.944,7257159.284,8544900.228
2022/2/26,118211.4047,8274435.976,8392647.38
2022/2/27,866074.2696,26831736.24,27697810.51
2022/2/28,265808.0065,12438674.44,12704482.44
2022/3/1,1543499.057,17100865.94,18644364.99
2022/3/2,1380769.737,10590375.91,11971145.65
2022/3/3,1349069.815,5818696.631,7167766.447
2022/3/4,874723.5228,5330431.368,6205154.891
2022/3/5,67192.84359,1502225.773,1569418.616
2022/3/6,535022.276,10655048.16,11190070.44
2022/3/7,1257214.046,7440732.939,8697946.985
2022/3/8,998120.4297,12227294.65,13225415.08
2022/3/9,889622.8887,4351807.396,5241430.285
2022/3/10,19312.93868,9271784.455,9291097.394
2022/3/11,112465.2329,5799475.525,5911940.758
2022/3/12,33160.27159,839538.4041,872698.6757
2022/3/13,83489.60272,6476273.67,6559763.273
2022/3/14,270204.9083,2736492.115,3006697.023
2022/3/15,52130.53282,4479441.998,4531572.53
2022/3/16,31971.86161,4897041.305,4929013.166
2022/3/17,109989.3488,5009851.363,5119840.711
2022/3/18,457913.4501,60975564.85,61433478.3
2022/3/19,441070.6116,17928341.35,18369411.96
2022/3/20,415679.1062,18352955.69,18768634.8
2022/3/21,110177.539,13296510.56,13406688.1
2022/3/22,949193.214,8077886.176,9027079.39
2022/3/23,4999977.132,20783636.75,25783613.88
2022/3/24,4000815.383,10856912.5,14857727.88
2022/3/25,1814478.898,10839520.5,12653999.4
2022/3/26,67921.74802,9113219.411,9181141.159
2022/3/27,261409.9413,9357997.409,9619407.35
2022/3/28,2954130.228,8786362.475,11740492.7
2022/3/29,77042.60672,5875466.219,5952508.826
2022/3/30,669750.054,14248435.19,14918185.25
2022/3/31,240665.647,9321688.835,9562354.482
2022/4/1,117986.4254,1539202.445,1657188.87
2022/4/2,113311.6714,13118718.68,13232030.35
2022/4/3,243042.4036,4407190.693,4650233.097
2022/4/4,745714.9645,6493306.166,7239021.13
2022/4/5,236050.0144,22277384.39,22513434.4
2022/4/6,5461946.121,29864284.7,35326230.82
2022/4/7,3605241.103,9804678.776,13409919.88
2022/4/8,174113.9663,5249060.343,5423174.309
2022/4/9,600748.4328,1135726.789,1736475.222
2022/4/10,34713.70818,6558818.972,6593532.68
2022/4/11,147710.3914,10707016.71,10854727.1
2022/4/12,121936.3238,11344215.92,11466152.25
2022/4/13,98832.93102,10928050.13,11026883.06
2022/4/14,177997.3979,2504998.445,2682995.843
2022/4/15,14453.97225,3652393.464,3666847.436
2022/4/16,40475.39251,2006816.737,2047292.129
2022/4/17,279999.8793,2313362.254,2593362.133
2022/4/18,327102.9914,13973397.68,14300500.67
2022/4/19,230185.8093,10143787.37,10373973.17
2022/4/20,136748.0976,19245728.02,19382476.12
2022/4/21,196411.0554,7975368.603,8171779.658
2022/4/22,1290955.08,4572962.045,5863917.124
2022/4/23,56095.13256,6694345.324,6750440.456
2022/4/24,67818.08812,3666919.096,3734737.184
2022/4/25,1797185.355,6472078.717,8269264.071
2022/4/26,244026.6379,9135062.828,9379089.466
2022/4/27,251216.8121,2900730.22,3151947.032
2022/4/28,507675.1393,21296577.03,21804252.17
2022/4/29,2793503.593,29542827.84,32336331.43
2022/4/30,1200915.09,8350600.939,9551516.029
2022/5/1,3726408.058,44053978.09,47780386.15
2022/5/2,273925.632,7712610.853,7986536.485
2022/5/3,50281.97074,3141439.198,3191721.169
2022/5/4,841305.6118,12398954.2,13240259.81
2022/5/5,6660989.295,38230788.05,44891777.35
2022/5/6,19178060.28,14977245.7,34155305.98
2022/5/7,174148.41,4021292.774,4195441.184
2022/5/8,902367.5423,14750949.21,15653316.75
2022/5/9,3500788.216,47995038.86,51495827.08
2022/5/10,279144.8812,8184236.798,8463381.679
2022/5/11,3391179.054,36123516.27,39514695.32
2022/5/12,5044472.715,42493588.99,47538061.7
2022/5/13,10154687.1,33951359.36,44106046.46
2022/5/14,1226910.755,14948205.59,16175116.34
2022/5/15,5270813.112,4113076.578,9383889.69
2022/5/16,16633709.94,6994766.892,23628476.83
2022/5/17,656657.3331,1950994.324,2607651.657
2022/5/18,3019876.534,3796296.256,6816172.79
2022/5/19,235690.9104,11761398.06,11997088.97
2022/5/20,1182969.969,2597973.97,3780943.94
2022/5/21,1451262.09,2526056.944,3977319.034
2022/5/22,1458529.44,3690752.028,5149281.469
2022/5/23,450156.9462,6630432.807,7080589.753
2022/5/24,276147.0153,3888507.807,4164654.822
2022/5/25,415754.9434,883158.8393,1298913.783
2022/5/26,527315.8906,25703960.87,26231276.76
2022/5/27,129764.8871,11551645.72,11681410.6
2022/5/28,285567.3118,23552303.64,23837870.95
2022/5/29,1951773.903,1471336.066,3423109.969
2022/5/30,1083701.226,18438377.41,19522078.64
2022/5/31,2405566.533,10226907.53,12632474.07
2022/6/1,3005463.086,24798635.46,27804098.55
2022/6/2,42822.34956,7893333.936,7936156.286
2022/6/3,100799.1311,2423177.002,2523976.133
2022/6/4,319959.3253,6281511.531,6601470.856
2022/6/5,1326.938074,7027.615231,8354.553305
2022/6/6,949162.4928,5781544.205,6730706.698
2022/6/7,3636872.29,49193678.36,52830550.66
2022/6/8,578765.3011,7361418.326,7940183.627
2022/6/9,143891.7803,16821.44539,160713.2257
2022/6/10,263258.0463,14015473.92,14278731.97
2022/6/11,560662.837,5641336.149,6201998.987
2022/6/12,364538.2315,5301625.606,5666163.838
2022/6/13,16253573.1,49834269.18,66087842.28
2022/6/14,3456488.65,10023855.01,13480343.66
2022/6/15,12440605.91,14263678.65,26704284.56
2022/6/16,436167.3836,3311294.206,3747461.59
2022/6/17,542891.3184,161067.2751,703958.5935
2022/6/18,731033.7654,6379779.646,7110813.412
2022/6/19,408326.8367,2299732.537,2708059.374
2022/6/20,933098.2118,6363687.077,7296785.289
2022/6/21,575028.9411,186995.1641,762024.1052
