DATE,N_TRANSFER,USER,AMOUNT_USD,AMOUNT_ETH,CEX,DEX
2021-04-04 00:00:00.000,25,25,498841.06487535,242.018911067,coinbase,uniswap
2021-04-04 00:00:00.000,1,1,20217.675643217,9.935315171,coinbase,sushiswap
2021-04-05 00:00:00.000,35,35,769243.74850668,376.309502573,coinbase,uniswap
2021-04-06 00:00:00.000,29,29,521614.096715868,249.89209044,coinbase,uniswap
2021-04-06 00:00:00.000,2,2,43458.526801774,20.754940649,coinbase,sushiswap
2021-04-07 00:00:00.000,1,1,20107.371005583,10.103556908,coinbase,sushiswap
2021-04-07 00:00:00.000,1,1,4137.044501239,1.971103765,coinbase,integral
2021-04-07 00:00:00.000,34,34,606830.093418958,299.962280586,coinbase,uniswap
2021-04-08 00:00:00.000,3,3,50495.074735384,24.633068629,coinbase,sushiswap
2021-04-08 00:00:00.000,24,24,417393.481613125,205.390333932,coinbase,uniswap
2021-04-09 00:00:00.000,16,16,300867.899949585,145.01085386,coinbase,uniswap
2021-04-10 00:00:00.000,19,19,398509.714358497,186.955085193,coinbase,uniswap
2021-04-11 00:00:00.000,16,16,241681.003380443,112.574694865,coinbase,uniswap
2021-04-12 00:00:00.000,12,12,247173.146516975,114.609242986,coinbase,uniswap
2021-04-13 00:00:00.000,18,18,436886.668217385,195.98667241,coinbase,uniswap
2021-04-14 00:00:00.000,15,15,327939.890916389,139.934004896,coinbase,uniswap
2021-04-14 00:00:00.000,2,2,35206.600507477,14.976800045,coinbase,sushiswap
2021-04-15 00:00:00.000,12,12,281486.524578339,114.300309639,coinbase,uniswap
2021-04-16 00:00:00.000,24,24,627378.162775224,256.156182333,coinbase,uniswap
2021-04-16 00:00:00.000,1,1,31236.703333021,12.81961727,coinbase,sushiswap
2021-04-17 00:00:00.000,20,20,538347.66097472,221.791692924,coinbase,uniswap
2021-04-18 00:00:00.000,18,18,505512.473695867,229.868670608,coinbase,uniswap
2021-04-18 00:00:00.000,3,3,109484.708850298,50.339528257,coinbase,sushiswap
2021-04-19 00:00:00.000,25,25,609960.180508164,274.409024821,coinbase,uniswap
2021-04-20 00:00:00.000,16,16,487997.90653212,226.939993503,coinbase,uniswap
2021-04-20 00:00:00.000,1,1,35458.594196485,15.905065174,coinbase,sushiswap
2021-04-21 00:00:00.000,12,12,325277.726691716,137.791948586,coinbase,uniswap
2021-04-22 00:00:00.000,11,11,282729.233391458,114.310212561,coinbase,uniswap
2021-04-22 00:00:00.000,2,2,37865.964317977,15.178126833,coinbase,sushiswap
2021-04-23 00:00:00.000,15,15,406753.984135816,179.203741722,coinbase,uniswap
2021-04-24 00:00:00.000,6,6,110535.951867273,48.455116723,coinbase,uniswap
2021-04-25 00:00:00.000,6,6,180164.367006768,79.217975515,coinbase,uniswap
2021-04-25 00:00:00.000,1,1,35899.101222058,16.328443841,coinbase,sushiswap
2021-04-26 00:00:00.000,3,3,50156.273667362,20.284725091,coinbase,sushiswap
2021-04-26 00:00:00.000,5,5,150266.300570247,60.471336223,coinbase,uniswap
2021-04-27 00:00:00.000,5,5,173271.441233335,67.155155255,coinbase,uniswap
2021-04-28 00:00:00.000,9,9,209248.960846825,77.753842569,coinbase,uniswap
2021-04-29 00:00:00.000,1,1,36555.193675756,13.648256156,coinbase,sushiswap
2021-04-29 00:00:00.000,10,10,246691.027854078,89.175321123,coinbase,uniswap
2021-04-30 00:00:00.000,3,3,73900.950180574,26.628907361,coinbase,sushiswap
2021-04-30 00:00:00.000,19,19,587304.702135545,212.704476623,coinbase,uniswap
2021-05-01 00:00:00.000,8,8,310875.5837298,108.947559627,coinbase,uniswap
2021-05-02 00:00:00.000,13,13,392110.214155297,133.339656198,coinbase,uniswap
2021-05-02 00:00:00.000,3,3,108244.214969713,37.238276031,coinbase,sushiswap
2021-05-03 00:00:00.000,11,11,374595.597857965,118.394479496,coinbase,uniswap
2021-05-03 00:00:00.000,3,3,75641.491362824,24.030041854,coinbase,sushiswap
2021-05-04 00:00:00.000,1,1,52824.170989598,15.230264268,coinbase,sushiswap
2021-05-04 00:00:00.000,7,7,223961.691481335,67.47468699,coinbase,uniswap
2021-05-05 00:00:00.000,13,13,354992.536969486,104.779123348,coinbase,uniswap
2021-05-06 00:00:00.000,9,9,333023.030186379,95.215558153,coinbase,uniswap
2021-05-07 00:00:00.000,6,6,182824.232680019,52.348423521,coinbase,uniswap
2021-05-08 00:00:00.000,1,1,28691.22476473,7.495251929,coinbase,sushiswap
2021-05-08 00:00:00.000,14,14,608994.851731447,164.768476836,coinbase,uniswap
2021-05-09 00:00:00.000,1,1,40699.652957243,10.401324061,coinbase,sushiswap
2021-05-09 00:00:00.000,7,7,225658.465261878,58.281474343,coinbase,uniswap
2021-05-10 00:00:00.000,1,1,40448.655141324,10.317981726,coinbase,sushiswap
2021-05-10 00:00:00.000,13,13,528089.284969143,130.087817062,coinbase,uniswap
2021-05-11 00:00:00.000,1,1,24156.297420434,5.885793576,coinbase,sushiswap
2021-05-11 00:00:00.000,5,5,214715.916749184,52.379037433,coinbase,uniswap
2021-05-12 00:00:00.000,2,2,148705.542123552,37.222921352,coinbase,sushiswap
2021-05-12 00:00:00.000,12,12,513662.647744776,123.488416639,coinbase,uniswap
2021-05-13 00:00:00.000,4,4,226284.644944474,57.497152883,coinbase,sushiswap
2021-05-13 00:00:00.000,8,8,352911.171237604,89.671959721,coinbase,uniswap
2021-05-14 00:00:00.000,2,2,76181.325919646,19.287675978,coinbase,sushiswap
2021-05-14 00:00:00.000,13,13,517148.899348266,130.498882762,coinbase,uniswap
2021-05-15 00:00:00.000,8,8,297235.40109914,74.782424237,coinbase,uniswap
2021-05-16 00:00:00.000,3,3,121036.733317469,31.75689608,coinbase,sushiswap
